filepath,filename,label,manipulation_risk,screenshot_probability,metadata_trust_score,blockiness,crop_detected,resize_detected,watermark_detected,compression_status,ai_generation_probability,stego_suspicion
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00009.jpg,Au_ani_00009.jpg,0,25,30,15,1.0791623292757158,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00017.jpg,Au_ani_00017.jpg,0,25,30,15,1.1805771180811528,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00018.jpg,Au_ani_00018.jpg,0,25,30,15,1.017570130742619,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00020.jpg,Au_ani_00020.jpg,0,25,30,15,1.0067194310287415,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00019.jpg,Au_ani_00019.jpg,0,25,30,15,0.9884957130188792,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00021.jpg,Au_ani_00021.jpg,0,25,30,15,1.04587834061716,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00023.jpg,Au_ani_00023.jpg,0,25,30,15,1.0017838559119605,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00024.jpg,Au_ani_00024.jpg,0,25,30,15,1.0279262325567267,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00022.jpg,Au_ani_00022.jpg,0,25,30,15,1.0289711603559042,0,0,0,CLEAN,50,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00025.jpg,Au_ani_00025.jpg,0,25,30,15,0.9933158495447838,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00029.jpg,Au_ani_00029.jpg,0,25,30,15,1.0650454557581353,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00027.jpg,Au_ani_00027.jpg,0,25,30,15,1.0452629717215913,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00026.jpg,Au_ani_00026.jpg,0,25,30,15,0.9897486777734356,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00032.jpg,Au_ani_00032.jpg,0,25,30,15,1.0318588430804592,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00028.jpg,Au_ani_00028.jpg,0,25,30,15,0.9902182765147758,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00031.jpg,Au_ani_00031.jpg,0,25,30,15,1.040835531298982,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00030.jpg,Au_ani_00030.jpg,0,25,30,15,1.0422686957917415,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00033.jpg,Au_ani_00033.jpg,0,25,30,15,1.050124999992749,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00034.jpg,Au_ani_00034.jpg,0,25,30,15,0.9993412147929492,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00039.jpg,Au_ani_00039.jpg,0,25,30,15,1.0263182837223597,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00035.jpg,Au_ani_00035.jpg,0,25,30,15,0.9992095271618384,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00036.jpg,Au_ani_00036.jpg,0,25,30,15,1.0055964735492033,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00037.jpg,Au_ani_00037.jpg,0,25,30,15,1.0005003040534766,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00038.jpg,Au_ani_00038.jpg,0,25,30,15,1.0122317084574495,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00040.jpg,Au_ani_00040.jpg,0,25,30,15,1.0372280960759355,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00041.jpg,Au_ani_00041.jpg,0,25,30,15,1.0962398954738677,0,0,0,CLEAN,50,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00042.jpg,Au_ani_00042.jpg,0,25,30,15,0.9741635890220686,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00043.jpg,Au_ani_00043.jpg,0,25,30,15,1.0164954894997489,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00047.jpg,Au_ani_00047.jpg,0,25,30,15,0.9786272351977545,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00045.jpg,Au_ani_00045.jpg,0,25,30,15,1.055649651780219,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00044.jpg,Au_ani_00044.jpg,0,25,30,15,1.0029818807688557,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00046.jpg,Au_ani_00046.jpg,0,25,30,15,1.0654830014937668,0,0,0,CLEAN,50,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00048.jpg,Au_ani_00048.jpg,0,25,30,15,1.0344034111488667,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00050.jpg,Au_ani_00050.jpg,0,25,30,15,0.9876474890825695,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00049.jpg,Au_ani_00049.jpg,0,25,30,15,1.0118437706237708,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00051.jpg,Au_ani_00051.jpg,0,25,30,15,1.0068370218783897,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00052.jpg,Au_ani_00052.jpg,0,25,30,15,1.0167340541658216,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00054.jpg,Au_ani_00054.jpg,0,25,30,15,0.9876956280386671,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00053.jpg,Au_ani_00053.jpg,0,25,30,15,1.0305044502404646,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00056.jpg,Au_ani_00056.jpg,0,25,30,15,1.0198693847221865,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00055.jpg,Au_ani_00055.jpg,0,25,30,15,1.0329060418608078,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00059.jpg,Au_ani_00059.jpg,0,25,30,15,1.0126432107821022,0,0,0,CLEAN,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00057.jpg,Au_ani_00057.jpg,0,25,30,15,1.0247550970598076,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00058.jpg,Au_ani_00058.jpg,0,25,30,15,1.2110053320302807,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00063.jpg,Au_ani_00063.jpg,0,25,30,15,1.2317912609269546,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00064.jpg,Au_ani_00064.jpg,0,25,30,15,1.1426396932463423,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00060.jpg,Au_ani_00060.jpg,0,15,30,30,1.0077571055249899,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00062.jpg,Au_ani_00062.jpg,0,25,30,15,1.1406995749063393,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00061.jpg,Au_ani_00061.jpg,0,15,30,30,1.0003559461704152,0,0,0,CLEAN,50,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00065.jpg,Au_ani_00065.jpg,0,25,30,15,1.2755592742512434,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00070.jpg,Au_ani_00070.jpg,0,25,30,15,1.1579567407586797,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00067.jpg,Au_ani_00067.jpg,0,25,30,15,1.2144422690577041,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00066.jpg,Au_ani_00066.jpg,0,25,30,15,1.0808376353817075,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00069.jpg,Au_ani_00069.jpg,0,25,30,15,1.3006193269994673,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00068.jpg,Au_ani_00068.jpg,0,25,30,15,1.145554528763897,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00073.jpg,Au_ani_00073.jpg,0,25,30,15,1.12581210115389,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00071.jpg,Au_ani_00071.jpg,0,25,30,15,1.1462075782122165,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00072.jpg,Au_ani_00072.jpg,0,25,30,15,1.164172988256009,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00074.jpg,Au_ani_00074.jpg,0,25,30,15,1.1288702708280884,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00079.jpg,Au_ani_00079.jpg,0,25,30,15,1.0354074769159314,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00075.jpg,Au_ani_00075.jpg,0,25,30,15,1.1711874287649846,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00078.jpg,Au_ani_00078.jpg,0,25,30,15,1.2108846981398196,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00082.jpg,Au_ani_00082.jpg,0,25,30,15,1.0811797623029067,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00076.jpg,Au_ani_00076.jpg,0,25,30,15,1.174887435257319,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00077.jpg,Au_ani_00077.jpg,0,25,30,15,1.584429780119134,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00080.jpg,Au_ani_00080.jpg,0,25,30,15,1.0554976909934592,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00081.jpg,Au_ani_00081.jpg,0,25,30,15,1.0814889121233073,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00083.jpg,Au_ani_00083.jpg,0,25,30,15,1.0759146610663048,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00086.jpg,Au_ani_00086.jpg,0,25,30,15,1.0403822001767842,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00084.jpg,Au_ani_00084.jpg,0,25,30,15,1.1755930173558835,0,0,0,LOW,50,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00087.jpg,Au_ani_00087.jpg,0,25,30,15,1.1534822202382407,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00085.jpg,Au_ani_00085.jpg,0,25,30,15,1.0622037149531798,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00091.jpg,Au_ani_00091.jpg,0,25,30,15,1.1404723309569966,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00088.jpg,Au_ani_00088.jpg,0,25,30,15,1.1715381330300392,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00090.jpg,Au_ani_00090.jpg,0,25,30,15,1.1616803810626701,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00089.jpg,Au_ani_00089.jpg,0,25,30,15,1.1035930122587139,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00092.jpg,Au_ani_00092.jpg,0,25,30,15,1.1730021054737252,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00096.jpg,Au_ani_00096.jpg,0,25,30,15,1.1378111964853415,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00093.jpg,Au_ani_00093.jpg,0,25,30,15,1.1434361394343462,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00094.jpg,Au_ani_00094.jpg,0,25,30,15,1.2610842683355614,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00095.jpg,Au_ani_00095.jpg,0,25,30,15,1.1182853056104185,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00100.jpg,Au_ani_00100.jpg,0,15,30,30,1.0420196612069599,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00097.jpg,Au_ani_00097.jpg,0,25,30,15,1.2264111333352723,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00098.jpg,Au_ani_00098.jpg,0,25,30,15,1.1576853118037884,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_00099.jpg,Au_ani_00099.jpg,0,0,10,90,1.0058700570216037,0,0,0,CLEAN,2,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10001.jpg,Au_ani_10001.jpg,0,0,10,60,1.0021735378830874,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10005.jpg,Au_ani_10005.jpg,0,25,30,15,1.6690992711011639,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10003.jpg,Au_ani_10003.jpg,0,0,10,90,1.1623355121406336,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10004.jpg,Au_ani_10004.jpg,0,25,30,15,1.3791129686629096,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10101.jpg,Au_ani_10101.jpg,0,25,30,15,1.185890904083398,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10102.jpg,Au_ani_10102.jpg,0,25,30,15,1.104932502788007,0,0,0,LOW,15,30
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10103.jpg,Au_ani_10103.jpg,0,25,30,15,1.225010029236913,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10104.jpg,Au_ani_10104.jpg,0,25,30,15,0.9692847918574626,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10002.jpg,Au_ani_10002.jpg,0,0,10,60,1.0060443543146862,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10105.jpg,Au_ani_10105.jpg,0,25,30,15,0.9951840322981796,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10106.jpg,Au_ani_10106.jpg,0,25,30,15,1.0170590705600615,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10107.jpg,Au_ani_10107.jpg,0,25,30,15,0.9908933856280256,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10108.jpg,Au_ani_10108.jpg,0,25,30,15,1.0173200185078612,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10109.jpg,Au_ani_10109.jpg,0,25,30,15,1.0430141093831584,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10111.jpg,Au_ani_10111.jpg,0,25,30,15,1.0060481923168316,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10110.jpg,Au_ani_10110.jpg,0,25,30,15,0.9907953337609223,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10112.jpg,Au_ani_10112.jpg,0,0,10,60,1.1612409560932853,0,0,0,CLEAN,2,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10113.jpg,Au_ani_10113.jpg,0,0,10,60,1.1555247703184826,0,0,0,CLEAN,35,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10114.jpg,Au_ani_10114.jpg,0,0,10,60,1.134547730937844,0,0,0,CLEAN,2,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10115.jpg,Au_ani_10115.jpg,0,0,10,60,1.1091541991416498,0,0,0,CLEAN,2,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10117.jpg,Au_ani_10117.jpg,0,0,10,60,1.1036307120627211,0,0,0,CLEAN,2,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10116.jpg,Au_ani_10116.jpg,0,0,10,60,1.1104088474834424,0,0,0,CLEAN,2,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10118.jpg,Au_ani_10118.jpg,0,0,10,60,1.0963600862094753,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10119.jpg,Au_ani_10119.jpg,0,0,10,60,1.081671103288517,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10121.jpg,Au_ani_10121.jpg,0,0,10,60,1.0838486576960982,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10120.jpg,Au_ani_10120.jpg,0,0,10,60,1.1007641816137292,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10123.jpg,Au_ani_10123.jpg,0,0,10,60,1.2842787678273964,0,0,0,CLEAN,35,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10122.jpg,Au_ani_10122.jpg,0,0,10,60,1.0706889057044848,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10125.jpg,Au_ani_10125.jpg,0,25,35,15,1.1946184550388927,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10129.jpg,Au_ani_10129.jpg,0,15,30,30,1.2575635185493708,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10126.jpg,Au_ani_10126.jpg,0,25,30,15,1.1457726588768302,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10127.jpg,Au_ani_10127.jpg,0,15,30,30,1.069303143461255,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10130.jpg,Au_ani_10130.jpg,0,15,30,10,1.1036878089905033,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10128.jpg,Au_ani_10128.jpg,0,15,30,30,1.069068629549089,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10132.jpg,Au_ani_10132.jpg,0,25,30,15,1.050019935147148,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10131.jpg,Au_ani_10131.jpg,0,15,30,10,1.0364656601575812,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10134.jpg,Au_ani_10134.jpg,0,25,30,15,1.1256224381632083,0,0,0,LOW,50,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Au\Au_ani_10136.jpg,Au_ani_10136.jpg,0,25,30,15,1.312815858147208,0,0,0,LOW,15,10
