filepath,filename,label,manipulation_risk,screenshot_probability,metadata_trust_score,blockiness,crop_detected,resize_detected,watermark_detected,compression_status,ai_generation_probability,stego_suspicion
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_ind00091_ind00091_10648.jpg,Tp_D_CNN_M_N_ind00091_ind00091_10648.jpg,1,15,30,10,0.9701553383176813,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_arc00086_arc00086_00306.tif,Tp_D_CNN_M_N_arc00086_arc00086_00306.tif,1,35,20,15,0.9900733507469891,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_ind00091_ind00091_10647.jpg,Tp_D_CNN_M_N_ind00091_ind00091_10647.jpg,1,15,30,10,1.0411526466321974,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat00013_cha00042_11093.jpg,Tp_D_CNN_M_N_nat00013_cha00042_11093.jpg,1,15,30,10,1.0786000090588588,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat00041_nat10123_11439.jpg,Tp_D_CNN_M_N_nat00041_nat10123_11439.jpg,1,15,30,10,1.1019454013845484,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat00077_nat00077_10574.jpg,Tp_D_CNN_M_N_nat00077_nat00077_10574.jpg,1,15,30,10,1.2119600401902697,0,0,0,CLEAN,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat00089_nat00062_10577.jpg,Tp_D_CNN_M_N_nat00089_nat00062_10577.jpg,1,15,30,10,1.0206645009825812,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat00089_nat00089_10576.jpg,Tp_D_CNN_M_N_nat00089_nat00089_10576.jpg,1,15,30,10,1.0382885219627456,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat00090_nat00090_10575.jpg,Tp_D_CNN_M_N_nat00090_nat00090_10575.jpg,1,15,30,10,1.0903957088429683,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat10139_nat00095_11947.jpg,Tp_D_CNN_M_N_nat10139_nat00095_11947.jpg,1,15,30,10,1.17114565265521,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_nat10156_ani00024_12016.jpg,Tp_D_CNN_M_N_nat10156_ani00024_12016.jpg,1,15,30,10,1.26666198244012,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_pla00042_pla00042_10976.jpg,Tp_D_CNN_M_N_pla00042_pla00042_10976.jpg,1,15,30,10,0.9999034127959008,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_sec00011_cha00085_11227.jpg,Tp_D_CNN_M_N_sec00011_cha00085_11227.jpg,1,15,30,10,1.0132163729337316,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_sec10107_sec10101_10299.tif,Tp_D_CNN_M_N_sec10107_sec10101_10299.tif,1,10,20,15,0.9500249491558375,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_sec10110_sec10101_10298.tif,Tp_D_CNN_M_N_sec10110_sec10101_10298.tif,1,10,20,15,1.0243931677923488,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_txt00054_txt00050_10375.tif,Tp_D_CNN_M_N_txt00054_txt00050_10375.tif,1,35,20,15,0.9815591856783046,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_txt00049_txt00050_10374.tif,Tp_D_CNN_M_N_txt00049_txt00050_10374.tif,1,35,20,15,0.9886708490214788,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_M_N_txt10109_txt10110_10816.jpg,Tp_D_CNN_M_N_txt10109_txt10110_10816.jpg,1,15,30,10,1.0238492003050883,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_B_art10110_cha10110_11564.jpg,Tp_D_CNN_S_B_art10110_cha10110_11564.jpg,1,0,10,60,1.1209641704301692,0,0,0,CLEAN,2,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_ani00053_ani00051_11148.jpg,Tp_D_CNN_S_N_ani00053_ani00051_11148.jpg,1,15,30,10,1.034418925478684,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_ani10198_ani10197_12407.jpg,Tp_D_CNN_S_N_ani10198_ani10197_12407.jpg,1,15,30,10,1.3522984382826853,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_B_txt00055_txt00047_11328.jpg,Tp_D_CNN_S_B_txt00055_txt00047_11328.jpg,1,15,30,10,0.9917847984284057,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_B_ind00018_ind00089_00007.tif,Tp_D_CNN_S_B_ind00018_ind00089_00007.tif,1,35,20,15,1.1222985356919204,0,0,0,HEAVY,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_B_cha00025_cha00025_00345.tif,Tp_D_CNN_S_B_cha00025_cha00025_00345.tif,1,10,20,15,1.0025895636467987,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_ani00087_ani00088_10102.tif,Tp_D_CNN_S_N_ani00087_ani00088_10102.tif,1,10,20,15,1.1513851371740758,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_art00001_ani00074_10442.tif,Tp_D_CNN_S_N_art00001_ani00074_10442.tif,1,35,20,15,1.070084802725033,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_B_sec00023_sec00022_00044.tif,Tp_D_CNN_S_B_sec00023_sec00022_00044.tif,1,10,20,15,1.0954621851725554,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_arc00020_arc00020_00240.tif,Tp_D_CNN_S_N_arc00020_arc00020_00240.tif,1,10,20,15,1.01584393260286,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_art00007_art00008_01197.tif,Tp_D_CNN_S_N_art00007_art00008_01197.tif,1,10,20,15,1.0591674787515886,0,0,0,LOW,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_art00011_art00014_11841.jpg,Tp_D_CNN_S_N_art00011_art00014_11841.jpg,1,15,30,10,1.0743687884759416,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_art00096_cha00063_10305.tif,Tp_D_CNN_S_N_art00096_cha00063_10305.tif,1,35,20,15,1.0381287350088062,0,0,0,HEAVY,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_cha10122_nat10124_12167.jpg,Tp_D_CNN_S_N_cha10122_nat10124_12167.jpg,1,15,30,10,1.1197850516784302,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_cha10122_nat00059_12169.jpg,Tp_D_CNN_S_N_cha10122_nat00059_12169.jpg,1,15,30,10,1.1191320961227678,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_cha10122_nat10139_12166.jpg,Tp_D_CNN_S_N_cha10122_nat10139_12166.jpg,1,15,30,10,1.121906728675564,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_cha00044_cha00043_00364.tif,Tp_D_CNN_S_N_cha00044_cha00043_00364.tif,1,10,20,15,0.9899646647882678,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_cha10194_cha10192_12323.jpg,Tp_D_CNN_S_N_cha10194_cha10192_12323.jpg,1,0,10,30,1.0748773207360538,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg,Tp_D_CNN_S_N_cha10172_cha10171_12283.jpg,1,0,10,60,1.0107796446653219,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_nat00060_nat00060_00667.tif,Tp_D_CNN_S_N_nat00060_nat00060_00667.tif,1,35,20,15,1.052630218045538,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_ind00005_ind00014_00424.tif,Tp_D_CNN_S_N_ind00005_ind00014_00424.tif,1,25,35,15,1.0576690641010396,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_nat00094_nat00067_10612.jpg,Tp_D_CNN_S_N_nat00094_nat00067_10612.jpg,1,15,30,10,1.1064572457851862,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_pla10114_ani00081_10429.tif,Tp_D_CNN_S_N_pla10114_ani00081_10429.tif,1,35,20,15,1.0173753853110785,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_nat00035_nat00035_00649.tif,Tp_D_CNN_S_N_nat00035_nat00035_00649.tif,1,10,20,15,1.0372222024754454,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_nat10156_ani00097_12022.jpg,Tp_D_CNN_S_N_nat10156_ani00097_12022.jpg,1,15,30,10,1.2776483467357853,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_nat00095_ani00017_10219.tif,Tp_D_CNN_S_N_nat00095_ani00017_10219.tif,1,10,20,15,1.5950980135899362,0,0,0,LOW,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_sec00042_ani00078_10495.tif,Tp_D_CNN_S_N_sec00042_ani00078_10495.tif,1,10,20,15,1.1368773580304594,0,0,0,LOW,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_sec00042_ani00070_10541.tif,Tp_D_CNN_S_N_sec00042_ani00070_10541.tif,1,10,20,15,1.108576825858923,0,0,0,LOW,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_txt00043_txt00051_10378.tif,Tp_D_CNN_S_N_txt00043_txt00051_10378.tif,1,10,20,15,0.9837736909568147,0,0,0,LOW,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_txt00051_txt00051_10376.tif,Tp_D_CNN_S_N_txt00051_txt00051_10376.tif,1,35,20,15,0.9836343259190163,0,0,0,HEAVY,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_O_nat10153_ani00097_12135.jpg,Tp_D_CNN_S_O_nat10153_ani00097_12135.jpg,1,15,30,10,1.3046760753856295,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_B_nat00032_nat00033_10077.tif,Tp_D_CRD_M_B_nat00032_nat00033_10077.tif,1,10,20,15,1.0274821577708906,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_txt00052_txt00051_10377.tif,Tp_D_CNN_S_N_txt00052_txt00051_10377.tif,1,10,20,15,0.9787964572934037,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CNN_S_N_txt00054_txt00049_10371.tif,Tp_D_CNN_S_N_txt00054_txt00049_10371.tif,1,10,20,15,0.976670842437329,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_B_arc10113_arc10112_10030.tif,Tp_D_CRD_M_B_arc10113_arc10112_10030.tif,1,10,20,15,0.9489916886838956,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_B_sec00001_sec00003_10031.tif,Tp_D_CRD_M_B_sec00001_sec00003_10031.tif,1,10,20,15,1.0280755020155457,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_ind00091_ind00091_10645.jpg,Tp_D_CRD_M_N_ind00091_ind00091_10645.jpg,1,15,30,10,1.0029281527682377,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_arc00037_ani00005_10142.tif,Tp_D_CRD_M_N_arc00037_ani00005_10142.tif,1,35,20,15,1.1265541874882699,0,0,0,HEAVY,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg,Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg,1,15,30,10,1.0474318253607244,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_arc10116_arc10116_10762.jpg,Tp_D_CRD_M_N_arc10116_arc10116_10762.jpg,1,15,30,10,1.1871134249644353,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_ind00091_ind00091_10646.jpg,Tp_D_CRD_M_N_ind00091_ind00091_10646.jpg,1,15,30,10,1.0144218753312142,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_art00058_art00051_10534.tif,Tp_D_CRD_M_N_art00058_art00051_10534.tif,1,35,20,15,1.0928809188264688,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_txt00068_txt00065_10135.tif,Tp_D_CRD_M_N_txt00068_txt00065_10135.tif,1,10,20,15,0.9837694212143596,0,0,0,LOW,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_M_N_txt00068_txt00065_10136.tif,Tp_D_CRD_M_N_txt00068_txt00065_10136.tif,1,25,35,15,0.9881468244961704,0,0,0,LOW,50,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_B_ani00071_ani00064_00191.tif,Tp_D_CRD_S_B_ani00071_ani00064_00191.tif,1,10,20,15,1.1368148976920378,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_B_cha00098_sec00082_00418.tif,Tp_D_CRD_S_B_cha00098_sec00082_00418.tif,1,10,20,15,1.0777759387505603,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_B_cha00086_cha00065_00015.tif,Tp_D_CRD_S_B_cha00086_cha00065_00015.tif,1,10,20,15,1.1484359470794132,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_B_sec00049_ani00047_00070.tif,Tp_D_CRD_S_B_sec00049_ani00047_00070.tif,1,10,20,15,1.024805760336208,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_cha10211_cha10159_12333.jpg,Tp_D_CRD_S_N_cha10211_cha10159_12333.jpg,1,0,10,60,1.0559366681680156,0,0,0,CLEAN,2,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_B_sec20007_sec20007_01442.tif,Tp_D_CRD_S_B_sec20007_sec20007_01442.tif,1,10,20,15,1.0254557101052115,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_ani00028_ani00058_00148.tif,Tp_D_CRD_S_N_ani00028_ani00058_00148.tif,1,10,20,15,0.9923966629654298,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_ani00075_art00012_00195.tif,Tp_D_CRD_S_N_ani00075_art00012_00195.tif,1,35,20,15,1.1617460102050545,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_cha00059_cha00057_00379.tif,Tp_D_CRD_S_N_cha00059_cha00057_00379.tif,1,35,20,15,1.0568120993345609,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_ind00005_ind00084_11751.jpg,Tp_D_CRD_S_N_ind00005_ind00084_11751.jpg,1,15,30,10,1.0731902423571462,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_sec00003_sec00007_00023.tif,Tp_D_CRD_S_N_sec00003_sec00007_00023.tif,1,10,20,15,0.9822940637211883,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_ind00084_ind00024_00481.tif,Tp_D_CRD_S_N_ind00084_ind00024_00481.tif,1,35,20,15,0.994088331068698,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_ind00029_ind00088_00444.tif,Tp_D_CRD_S_N_ind00029_ind00088_00444.tif,1,25,35,15,1.0843219917128302,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_O_ani10103_ani10111_10637.jpg,Tp_D_CRD_S_O_ani10103_ani10111_10637.jpg,1,15,30,10,1.2201660492990314,0,0,0,CLEAN,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_ind00074_cha00049_00474.tif,Tp_D_CRD_S_N_ind00074_cha00049_00474.tif,1,35,20,15,1.0305585066168614,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_O_ani10111_ani10103_10635.jpg,Tp_D_CRD_S_O_ani10111_ani10103_10635.jpg,1,15,30,10,1.1816961743540415,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_L_N_nat00085_nat00086_10069.tif,Tp_D_CRN_L_N_nat00085_nat00086_10069.tif,1,10,20,15,1.1114155126735894,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_L_N_art00028_art00028_11282.jpg,Tp_D_CRN_L_N_art00028_art00028_11282.jpg,1,15,30,10,1.4413621313001932,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_sec00037_art00028_00058.tif,Tp_D_CRD_S_N_sec00037_art00028_00058.tif,1,35,20,15,1.1182461252263494,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRD_S_N_sec00005_sec00003_00025.tif,Tp_D_CRD_S_N_sec00005_sec00003_00025.tif,1,35,20,15,0.9808124225033756,0,0,0,HEAVY,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_M_B_sec00085_arc00065_11450.jpg,Tp_D_CRN_M_B_sec00085_arc00065_11450.jpg,1,15,30,10,1.1759314653499129,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_M_B_ani00019_nat00013_11868.jpg,Tp_D_CRN_M_B_ani00019_nat00013_11868.jpg,1,15,30,10,1.0222702445988072,0,0,0,CLEAN,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_M_N_ani00069_ani00041_10035.tif,Tp_D_CRN_M_N_ani00069_ani00041_10035.tif,1,10,20,15,1.192650397244671,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_M_B_ani00046_ani00001_10100.tif,Tp_D_CRN_M_B_ani00046_ani00001_10100.tif,1,10,20,15,1.0430841031593574,0,0,0,LOW,15,0
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_M_B_nat10143_nat00013_12037.jpg,Tp_D_CRN_M_B_nat10143_nat00013_12037.jpg,1,15,30,10,1.3100713532887203,0,0,0,LOW,15,10
C:\Users\riya2\OneDrive\Desktop\TraceLens AI\dataset\CASIA2\Tp\Tp_D_CRN_M_N_ani00097_ani00001_10099.tif,Tp_D_CRN_M_N_ani00097_ani00001_10099.tif,1,10,20,15,1.1931182037612023,0,0,0,LOW,15,0
